Číselný kód obce,Názov obce,Názov okresu,Názov kraja,NDC,PO
523127,Stretavka,Michalovce,Košický,56,MICH
523135,Suché,Michalovce,Košický,56,MICH
528153,Svätá Mária,Trebišov,Košický,56,MICH
523143,Svätuš,Sobrance,Košický,56,MICH
528650,Svätuše,Trebišov,Košický,56,MICH
543811,Svinice,Trebišov,Košický,56,MICH
523151,Šamudovce,Michalovce,Košický,56,MICH
523160,Tašuľa,Sobrance,Košický,56,MICH
523178,Tibava,Sobrance,Košický,56,MICH
528099,Trebišov,Trebišov,Košický,56,MICH
523186,Trhovište,Michalovce,Košický,56,MICH
523194,Trnava pri Laborci,Michalovce,Košický,56,MICH
543829,Trnávka,Trebišov,Košický,56,MICH
523208,Tušice,Michalovce,Košický,56,MICH
523216,Tušická Nová Ves,Michalovce,Košický,56,MICH
523224,Úbrež,Sobrance,Košický,56,MICH
543845,Veľaty,Trebišov,Košický,56,MICH
513806,Veľká Tŕňa,Trebišov,Košický,56,MICH
543853,Veľké Kapušany,Michalovce,Košický,56,MICH
543861,Veľké Ozorovce,Trebišov,Košický,56,MICH
543870,Veľké Raškovce,Michalovce,Košický,56,MICH
523232,Veľké Revištia,Sobrance,Košický,56,MICH
543888,Veľké Slemence,Michalovce,Košický,56,MICH
543896,Veľké Trakany,Trebišov,Košický,56,MICH
543900,Veľký Horeš,Trebišov,Košický,56,MICH
543918,Veľký Kamenec,Trebišov,Košický,56,MICH
543926,Viničky,Trebišov,Košický,56,MICH
523259,Vinné,Michalovce,Košický,56,MICH
543934,Višňov,Trebišov,Košický,56,MICH
543942,Vojany,Michalovce,Košický,56,MICH
543951,Vojčice,Trebišov,Košický,56,MICH
543969,Vojka,Trebišov,Košický,56,MICH
523267,Vojnatina,Sobrance,Košický,56,MICH
523275,Voľa,Michalovce,Košický,56,MICH
523283,Vrbnica,Michalovce,Košický,56,MICH
523291,Vysoká nad Uhom,Michalovce,Košický,56,MICH
523305,Vyšná Rybnica,Sobrance,Košický,56,MICH
523313,Vyšné Nemecké,Sobrance,Košický,56,MICH
523321,Vyšné Remety,Sobrance,Košický,56,MICH
523330,Záhor,Sobrance,Košický,56,MICH
523241,Zalužice,Michalovce,Košický,56,MICH
543977,Zatín,Trebišov,Košický,56,MICH
523348,Závadka,Michalovce,Košický,56,MICH
543985,Zbehňov,Trebišov,Košický,56,MICH
523356,Zbudza,Michalovce,Košický,56,MICH
543993,Zemplín,Trebišov,Košický,56,MICH
544001,Zemplínska Nová Ves,Trebišov,Košický,56,MICH
523364,Zemplínska Široká,Michalovce,Košický,56,MICH
544019,Zemplínska Teplica,Trebišov,Košický,56,MICH
544027,Zemplínske Hradište,Trebišov,Košický,56,MICH
544035,Zemplínske Jastrabie,Trebišov,Košický,56,MICH
522635,Zemplínske Kopčany,Michalovce,Košický,56,MICH
544043,Zemplínsky Branč,Trebišov,Košický,56,MICH
523372,Žbince,Michalovce,Košický,56,MICH
520012,Adidovce,Humenné,Prešovský,57,HUME
544060,Babie,Vranov nad Topľou,Prešovský,57,HUME
544078,Banské,Vranov nad Topľou,Prešovský,57,HUME
520021,Baškovce,Humenné,Prešovský,57,HUME
520039,Belá nad Cirochou,Snina,Prešovský,57,HUME
544086,Benkovce,Vranov nad Topľou,Prešovský,57,HUME
520055,Brekov,Humenné,Prešovský,57,HUME
520063,Brestov,Humenné,Prešovský,57,HUME
520071,Brestov nad Laborcom,Medzilaborce,Prešovský,57,HUME
520080,Brezovec,Snina,Prešovský,57,HUME
544094,Bystré,Vranov nad Topľou,Prešovský,57,HUME
544108,Cabov,Vranov nad Topľou,Prešovský,57,HUME
520098,Čabalovce,Medzilaborce,Prešovský,57,HUME
520101,Čabiny,Medzilaborce,Prešovský,57,HUME
544116,Čaklov,Vranov nad Topľou,Prešovský,57,HUME
520110,Černina,Humenné,Prešovský,57,HUME
520128,Čertižné,Medzilaborce,Prešovský,57,HUME
544124,Čičava,Vranov nad Topľou,Prešovský,57,HUME
544132,Čierne nad Topľou,Vranov nad Topľou,Prešovský,57,HUME
520136,Čukalovce,Snina,Prešovský,57,HUME
544141,Ďapalovce,Vranov nad Topľou,Prešovský,57,HUME
544159,Davidov,Vranov nad Topľou,Prešovský,57,HUME
520152,Dedačov,Humenné,Prešovský,57,HUME
544167,Detrík,Vranov nad Topľou,Prešovský,57,HUME
544175,Dlhé Klčovo,Vranov nad Topľou,Prešovský,57,HUME
520161,Dlhé nad Cirochou,Snina,Prešovský,57,HUME
520179,Dúbrava,Snina,Prešovský,57,HUME
544183,Ďurďoš,Vranov nad Topľou,Prešovský,57,HUME
544191,Giglovce,Vranov nad Topľou,Prešovský,57,HUME
544205,Girovce,Vranov nad Topľou,Prešovský,57,HUME
559644,Gruzovce,Humenné,Prešovský,57,HUME
520187,Habura,Medzilaborce,Prešovský,57,HUME
520195,Hankovce,Humenné,Prešovský,57,HUME
544213,Hanušovce nad Topľou,Vranov nad Topľou,Prešovský,57,HUME
559598,Hažín nad Cirochou,Humenné,Prešovský,57,HUME
581674,Hencovce,Vranov nad Topľou,Prešovský,57,HUME
544221,Hermanovce nad Topľou,Vranov nad Topľou,Prešovský,57,HUME
544230,Hlinné,Vranov nad Topľou,Prešovský,57,HUME
528731,Holčíkovce,Vranov nad Topľou,Prešovský,57,HUME
520209,Hostovice,Snina,Prešovský,57,HUME
520217,Hrabová Roztoka,Snina,Prešovský,57,HUME
520225,Hrabovec nad Laborcom,Humenné,Prešovský,57,HUME
520233,Hrubov,Humenné,Prešovský,57,HUME
520241,Hudcovce,Humenné,Prešovský,57,HUME
520004,Humenné,Humenné,Prešovský,57,HUME
520268,Chlmec,Humenné,Prešovský,57,HUME
520276,Jabloň,Humenné,Prešovský,57,HUME
520284,Jalová,Snina,Prešovský,57,HUME
520292,Jankovce,Humenné,Prešovský,57,HUME
559547,Jasenov,Humenné,Prešovský,57,HUME
528749,Jasenovce,Vranov nad Topľou,Prešovský,57,HUME
528757,Jastrabie nad Topľou,Vranov nad Topľou,Prešovský,57,HUME
528765,Juskova Voľa,Vranov nad Topľou,Prešovský,57,HUME
520314,Kalinov,Medzilaborce,Prešovský,57,HUME
520322,Kalná Roztoka,Snina,Prešovský,57,HUME
520331,Kamenica nad Cirochou,Humenné,Prešovský,57,HUME
528773,Kamenná Poruba,Vranov nad Topľou,Prešovský,57,HUME
520349,Kamienka,Humenné,Prešovský,57,HUME
520357,Karná,Humenné,Prešovský,57,HUME
528781,Kladzany,Vranov nad Topľou,Prešovský,57,HUME
520365,Klenová,Snina,Prešovský,57,HUME
520373,Kochanovce,Humenné,Prešovský,57,HUME
520381,Kolbasov,Snina,Prešovský,57,HUME
520390,Kolonica,Snina,Prešovský,57,HUME
528790,Komárany,Vranov nad Topľou,Prešovský,57,HUME
528803,Košarovce,Humenné,Prešovský,57,HUME
520403,Koškovce,Humenné,Prešovský,57,HUME
520411,Krásny Brod,Medzilaborce,Prešovský,57,HUME
528811,Kučín,Vranov nad Topľou,Prešovský,57,HUME
528820,Kvakovce,Vranov nad Topľou,Prešovský,57,HUME
582140,Lackovce,Humenné,Prešovský,57,HUME
520438,Ladomirov,Snina,Prešovský,57,HUME
520446,Lieskovec,Humenné,Prešovský,57,HUME
520454,Ľubiša,Humenné,Prešovský,57,HUME
520462,Lukačovce,Humenné,Prešovský,57,HUME
528838,Majerovce,Vranov nad Topľou,Prešovský,57,HUME
528846,Malá Domaša,Vranov nad Topľou,Prešovský,57,HUME
559652,Maškovce,Humenné,Prešovský,57,HUME
528854,Matiaška,Vranov nad Topľou,Prešovský,57,HUME
528862,Medzianky,Vranov nad Topľou,Prešovský,57,HUME
520471,Medzilaborce,Medzilaborce,Prešovský,57,HUME
528871,Merník,Vranov nad Topľou,Prešovský,57,HUME
520489,Michajlov,Snina,Prešovský,57,HUME
528889,Michalok,Vranov nad Topľou,Prešovský,57,HUME
520497,Modra nad Cirochou,Humenné,Prešovský,57,HUME
520501,Myslina,Humenné,Prešovský,57,HUME
520519,Ňagov,Medzilaborce,Prešovský,57,HUME
520527,Nechválova  Polianka,Humenné,Prešovský,57,HUME
520535,Nižná Jablonka,Humenné,Prešovský,57,HUME
528897,Nižná Sitnica,Humenné,Prešovský,57,HUME
520543,Nižné Ladičkovce,Humenné,Prešovský,57,HUME
528901,Nižný Hrabovec,Vranov nad Topľou,Prešovský,57,HUME
528919,Nižný Hrušov,Vranov nad Topľou,Prešovský,57,HUME
528927,Nižný Kručov,Vranov nad Topľou,Prešovský,57,HUME
528935,Nová Kelča,Vranov nad Topľou,Prešovský,57,HUME
520551,Nová Sedlica,Snina,Prešovský,57,HUME
520560,Ohradzany,Humenné,Prešovský,57,HUME
520578,Oľka,Medzilaborce,Prešovský,57,HUME
520586,Oľšinkov,Medzilaborce,Prešovský,57,HUME
528943,Ondavské Matiašovce,Vranov nad Topľou,Prešovský,57,HUME
520594,Osadné,Snina,Prešovský,57,HUME
528951,Pakostov,Humenné,Prešovský,57,HUME
520616,Palota,Medzilaborce,Prešovský,57,HUME
520624,Papín,Humenné,Prešovský,57,HUME
520632,Parihuzovce,Snina,Prešovský,57,HUME
528960,Pavlovce,Vranov nad Topľou,Prešovský,57,HUME
520641,Pčoliné,Snina,Prešovský,57,HUME
528978,Petkovce,Vranov nad Topľou,Prešovský,57,HUME
528986,Petrovce,Vranov nad Topľou,Prešovský,57,HUME
520659,Pichne,Snina,Prešovský,57,HUME
528994,Piskorovce,Vranov nad Topľou,Prešovský,57,HUME
520667,Porúbka,Humenné,Prešovský,57,HUME
529001,Poša,Vranov nad Topľou,Prešovský,57,HUME
520675,Príslop,Snina,Prešovský,57,HUME
529010,Prituľany,Humenné,Prešovský,57,HUME
529028,Prosačov,Vranov nad Topľou,Prešovský,57,HUME
520683,Ptičie,Humenné,Prešovský,57,HUME
520691,Radvaň nad Laborcom,Medzilaborce,Prešovský,57,HUME
529036,Radvanovce,Vranov nad Topľou,Prešovský,57,HUME
529044,Rafajovce,Vranov nad Topľou,Prešovský,57,HUME
529052,Remeniny,Vranov nad Topľou,Prešovský,57,HUME
520705,Repejov,Medzilaborce,Prešovský,57,HUME
529061,Rohožník,Humenné,Prešovský,57,HUME
520250,Rokytov pri Humennom,Humenné,Prešovský,57,HUME
559610,Rokytovce,Medzilaborce,Prešovský,57,HUME
520713,Roškovce,Medzilaborce,Prešovský,57,HUME
520721,Rovné,Humenné,Prešovský,57,HUME
529079,Rudlov,Vranov nad Topľou,Prešovský,57,HUME
520730,Runina,Snina,Prešovský,57,HUME
529087,Ruská Kajňa,Humenné,Prešovský,57,HUME
529095,Ruská Poruba,Humenné,Prešovský,57,HUME
529109,Ruská Voľa,Vranov nad Topľou,Prešovský,57,HUME
520748,Ruská Volová,Snina,Prešovský,57,HUME
520764,Ruský Potok,Snina,Prešovský,57,HUME
529125,Sačurov,Vranov nad Topľou,Prešovský,57,HUME
529133,Sečovská Polianka,Vranov nad Topľou,Prešovský,57,HUME
529141,Sedliská,Vranov nad Topľou,Prešovský,57,HUME
529150,Skrabské,Vranov nad Topľou,Prešovský,57,HUME
529168,Slovenská Kajňa,Vranov nad Topľou,Prešovský,57,HUME
520772,Slovenská Volová,Humenné,Prešovský,57,HUME
520781,Slovenské Krivé,Humenné,Prešovský,57,HUME
520802,Snina,Snina,Prešovský,57,HUME
529176,Soľ,Vranov nad Topľou,Prešovský,57,HUME
559636,Sopkovce,Humenné,Prešovský,57,HUME
520829,Stakčín,Snina,Prešovský,57,HUME
520811,Stakčínska Roztoka,Snina,Prešovský,57,HUME
520845,Strihovce,Snina,Prešovský,57,HUME
520853,Sukov,Medzilaborce,Prešovský,57,HUME
520861,Svetlice,Medzilaborce,Prešovský,57,HUME
520870,Šmigovec,Snina,Prešovský,57,HUME
529184,Štefanovce,Vranov nad Topľou,Prešovský,57,HUME
520888,Topoľa,Snina,Prešovský,57,HUME
520896,Topoľovka,Humenné,Prešovský,57,HUME
529192,Tovarné,Vranov nad Topľou,Prešovský,57,HUME
529206,Tovarnianska Polianka,Vranov nad Topľou,Prešovský,57,HUME
520900,Turcovce,Humenné,Prešovský,57,HUME
520918,Ubľa,Snina,Prešovský,57,HUME
520926,Udavské,Humenné,Prešovský,57,HUME
520934,Ulič,Snina,Prešovský,57,HUME
520942,Uličské Krivé,Snina,Prešovský,57,HUME
518638,Valaškovce (vojenský obvod),Humenné,Prešovský,57,HUME
520951,Valentovce,Medzilaborce,Prešovský,57,HUME
529214,Vavrinec,Vranov nad Topľou,Prešovský,57,HUME
529222,Vechec,Vranov nad Topľou,Prešovský,57,HUME
520977,Veľopolie,Humenné,Prešovský,57,HUME
520985,Víťazovce,Humenné,Prešovský,57,HUME
529231,Vlača,Vranov nad Topľou,Prešovský,57,HUME
520993,Volica,Medzilaborce,Prešovský,57,HUME
544051,Vranov nad Topľou,Vranov nad Topľou,Prešovský,57,HUME
521001,Výrava,Medzilaborce,Prešovský,57,HUME
521019,Vyšná Jablonka,Humenné,Prešovský,57,HUME
529249,Vyšná Sitnica,Humenné,Prešovský,57,HUME
521027,Vyšné Ladičkovce,Humenné,Prešovský,57,HUME
521035,Vyšný Hrušov,Humenné,Prešovský,57,HUME
529117,Vyšný Kazimír,Vranov nad Topľou,Prešovský,57,HUME
529257,Vyšný Žipov,Vranov nad Topľou,Prešovský,57,HUME
529265,Zámutov,Vranov nad Topľou,Prešovský,57,HUME
529273,Závada,Humenné,Prešovský,57,HUME
521043,Závadka,Humenné,Prešovský,57,HUME
521051,Zboj,Snina,Prešovský,57,HUME
521060,Zbojné,Medzilaborce,Prešovský,57,HUME
521078,Zbudská Belá,Medzilaborce,Prešovský,57,HUME
521086,Zbudské Dlhé,Humenné,Prešovský,57,HUME
521108,Zemplínske Hámre,Snina,Prešovský,57,HUME
529281,Zlatník,Vranov nad Topľou,Prešovský,57,HUME
521116,Zubné,Humenné,Prešovský,57,HUME
529290,Žalobín,Vranov nad Topľou,Prešovský,57,HUME
525537,Ardovo,Rožňava,Košický,58,ROZN
525545,Betliar,Rožňava,Košický,58,ROZN
525553,Bohúňovo,Rožňava,Košický,58,ROZN
525561,Bôrka,Rožňava,Košický,58,ROZN
525570,Brdárka,Rožňava,Košický,58,ROZN
560022,Brzotín,Rožňava,Košický,58,ROZN
525596,Čierna Lehota,Rožňava,Košický,58,ROZN
525600,Čoltovo,Rožňava,Košický,58,ROZN
560031,Čučma,Rožňava,Košický,58,ROZN
525618,Dedinky,Rožňava,Košický,58,ROZN
525626,Dlhá Ves,Rožňava,Košický,58,ROZN
525634,Dobšiná,Rožňava,Košický,58,ROZN
525642,Drnava,Rožňava,Košický,58,ROZN
525651,Gemerská Hôrka,Rožňava,Košický,58,ROZN
525669,Gemerská Poloma,Rožňava,Košický,58,ROZN
525677,Gemerské Teplice,Revúca,Banskobystrický,58,ROZN
525685,Gemerský Sad,Revúca,Banskobystrický,58,ROZN
525693,Gočaltovo,Rožňava,Košický,58,ROZN
525707,Gočovo,Rožňava,Košický,58,ROZN
525715,Hanková,Rožňava,Košický,58,ROZN
525723,Henckovce,Rožňava,Košický,58,ROZN
525731,Honce,Rožňava,Košický,58,ROZN
525740,Hrhov,Rožňava,Košický,58,ROZN
525758,Hrušov,Rožňava,Košický,58,ROZN
525766,Hucín,Revúca,Banskobystrický,58,ROZN
525774,Chyžné,Revúca,Banskobystrický,58,ROZN
525782,Jablonov nad Turňou,Rožňava,Košický,58,ROZN
525791,Jelšava,Revúca,Banskobystrický,58,ROZN
560049,Jovice,Rožňava,Košický,58,ROZN
525812,Kameňany,Revúca,Banskobystrický,58,ROZN
525821,Kečovo,Rožňava,Košický,58,ROZN
525839,Kobeliarovo,Rožňava,Košický,58,ROZN
525847,Koceľovce,Rožňava,Košický,58,ROZN
525855,Kováčová,Rožňava,Košický,58,ROZN
525863,Krásnohorská Dlhá Lúka,Rožňava,Košický,58,ROZN
525871,Krásnohorské Podhradie,Rožňava,Košický,58,ROZN
560065,Kružná,Rožňava,Košický,58,ROZN
525898,Kunova Teplica,Rožňava,Košický,58,ROZN
525901,Licince,Revúca,Banskobystrický,58,ROZN
525910,Lipovník,Rožňava,Košický,58,ROZN
525928,Lubeník,Revúca,Banskobystrický,58,ROZN
525936,Lúčka,Rožňava,Košický,58,ROZN
525944,Magnezitovce,Revúca,Banskobystrický,58,ROZN
525952,Markuška,Rožňava,Košický,58,ROZN
525961,Meliata,Rožňava,Košický,58,ROZN
580384,Mokrá Lúka,Revúca,Banskobystrický,58,ROZN
525987,Muráň,Revúca,Banskobystrický,58,ROZN
525995,Muránska Dlhá Lúka,Revúca,Banskobystrický,58,ROZN
526002,Muránska Huta,Revúca,Banskobystrický,58,ROZN
526011,Muránska Lehota,Revúca,Banskobystrický,58,ROZN
526029,Muránska Zdychava,Revúca,Banskobystrický,58,ROZN
526037,Nandraž,Revúca,Banskobystrický,58,ROZN
526045,Nižná Slaná,Rožňava,Košický,58,ROZN
526053,Ochtiná,Rožňava,Košický,58,ROZN
526061,Pača,Rožňava,Košický,58,ROZN
526070,Pašková,Rožňava,Košický,58,ROZN
526088,Petrovo,Rožňava,Košický,58,ROZN
526096,Plešivec,Rožňava,Košický,58,ROZN
526100,Prihradzany,Revúca,Banskobystrický,58,ROZN
526118,Rákoš,Revúca,Banskobystrický,58,ROZN
526126,Rakovnica,Rožňava,Košický,58,ROZN
526134,Rejdová,Rožňava,Košický,58,ROZN
526142,Revúca,Revúca,Banskobystrický,58,ROZN
526151,Revúcka Lehota,Revúca,Banskobystrický,58,ROZN
526177,Rochovce,Rožňava,Košický,58,ROZN
526185,Roštár,Rožňava,Košický,58,ROZN
526193,Rozložná,Rožňava,Košický,58,ROZN
525529,Rožňava,Rožňava,Košický,58,ROZN
526207,Rožňavské Bystré,Rožňava,Košický,58,ROZN
526215,Rudná,Rožňava,Košický,58,ROZN
526223,Silica,Rožňava,Košický,58,ROZN
526231,Silická Brezová,Rožňava,Košický,58,ROZN
526240,Silická Jablonica,Rožňava,Košický,58,ROZN
526258,Sirk,Revúca,Banskobystrický,58,ROZN
526266,Slavec,Rožňava,Košický,58,ROZN
526274,Slavoška,Rožňava,Košický,58,ROZN
526282,Slavošovce,Rožňava,Košický,58,ROZN
526291,Stratená,Rožňava,Košický,58,ROZN
526304,Šivetice,Revúca,Banskobystrický,58,ROZN
526312,Štítnik,Rožňava,Košický,58,ROZN
526321,Turčok,Revúca,Banskobystrický,58,ROZN
526339,Vlachovo,Rožňava,Košický,58,ROZN
526347,Vyšná Slaná,Rožňava,Košický,58,ROZN
