Číselný kód obce,Názov obce,Názov okresu,Názov kraja,NDC,PO
511811,Ratka,Lučenec,Banskobystrický,47,LUCN
515370,Ratková,Revúca,Banskobystrický,47,LUCN
515388,Ratkovská Lehota,Rimavská Sobota,Banskobystrický,47,LUCN
515396,Ratkovská Suchá,Rimavská Sobota,Banskobystrický,47,LUCN
515400,Ratkovské Bystré,Revúca,Banskobystrický,47,LUCN
557765,Riečka,Rimavská Sobota,Banskobystrický,47,LUCN
515426,Rimavská Baňa,Rimavská Sobota,Banskobystrický,47,LUCN
515442,Rimavská Seč,Rimavská Sobota,Banskobystrický,47,LUCN
514462,Rimavská Sobota,Rimavská Sobota,Banskobystrický,47,LUCN
515451,Rimavské Brezovo,Rimavská Sobota,Banskobystrický,47,LUCN
515469,Rimavské Janovce,Rimavská Sobota,Banskobystrický,47,LUCN
557811,Rimavské Zalužany,Rimavská Sobota,Banskobystrický,47,LUCN
511820,Rovňany,Poltár,Banskobystrický,47,LUCN
515485,Rovné,Rimavská Sobota,Banskobystrický,47,LUCN
515493,Rumince,Rimavská Sobota,Banskobystrický,47,LUCN
511838,Ružiná,Lučenec,Banskobystrický,47,LUCN
515507,Rybník,Revúca,Banskobystrický,47,LUCN
557820,Sása,Revúca,Banskobystrický,47,LUCN
516333,Sečianky,Veľký Krtíš,Banskobystrický,47,LUCN
516341,Seľany,Veľký Krtíš,Banskobystrický,47,LUCN
515515,Selce,Poltár,Banskobystrický,47,LUCN
516368,Senné,Veľký Krtíš,Banskobystrický,47,LUCN
515523,Skerešovo,Revúca,Banskobystrický,47,LUCN
516376,Sklabiná,Veľký Krtíš,Banskobystrický,47,LUCN
515531,Slizké,Rimavská Sobota,Banskobystrický,47,LUCN
516384,Slovenské Ďarmoty,Veľký Krtíš,Banskobystrický,47,LUCN
516392,Slovenské Kľačany,Veľký Krtíš,Banskobystrický,47,LUCN
515540,Stará Bašta,Rimavská Sobota,Banskobystrický,47,LUCN
511846,Stará Halič,Lučenec,Banskobystrický,47,LUCN
515566,Stránska,Rimavská Sobota,Banskobystrický,47,LUCN
516406,Stredné Plachtince,Veľký Krtíš,Banskobystrický,47,LUCN
515582,Studená,Rimavská Sobota,Banskobystrický,47,LUCN
516414,Sucháň,Veľký Krtíš,Banskobystrický,47,LUCN
516422,Suché Brezovo,Veľký Krtíš,Banskobystrický,47,LUCN
515591,Sušany,Poltár,Banskobystrický,47,LUCN
515604,Sútor,Rimavská Sobota,Banskobystrický,47,LUCN
511854,Šávoľ,Lučenec,Banskobystrický,47,LUCN
511862,Šiatorská Bukovinka,Lučenec,Banskobystrický,47,LUCN
511871,Šíd,Lučenec,Banskobystrický,47,LUCN
515621,Šimonovce,Rimavská Sobota,Banskobystrický,47,LUCN
516431,Širákov,Veľký Krtíš,Banskobystrický,47,LUCN
515639,Širkovce,Rimavská Sobota,Banskobystrický,47,LUCN
511889,Šoltýska,Poltár,Banskobystrický,47,LUCN
515647,Španie Pole,Rimavská Sobota,Banskobystrický,47,LUCN
515655,Štrkovec,Rimavská Sobota,Banskobystrický,47,LUCN
516449,Šuľa,Veľký Krtíš,Banskobystrický,47,LUCN
511897,Šurice,Lučenec,Banskobystrický,47,LUCN
515663,Tachty,Rimavská Sobota,Banskobystrický,47,LUCN
515671,Teplý Vrch,Rimavská Sobota,Banskobystrický,47,LUCN
515680,Tisovec,Rimavská Sobota,Banskobystrický,47,LUCN
511901,Točnica,Lučenec,Banskobystrický,47,LUCN
511919,Tomášovce,Lučenec,Banskobystrický,47,LUCN
515698,Tomášovce,Rimavská Sobota,Banskobystrický,47,LUCN
515612,Tornaľa,Revúca,Banskobystrický,47,LUCN
511927,Trebeľovce,Lučenec,Banskobystrický,47,LUCN
516457,Trebušovce,Veľký Krtíš,Banskobystrický,47,LUCN
557340,Trenč,Lučenec,Banskobystrický,47,LUCN
511943,Tuhár,Lučenec,Banskobystrický,47,LUCN
511978,Uhorské,Poltár,Banskobystrický,47,LUCN
580317,Utekáč,Poltár,Banskobystrický,47,LUCN
515701,Uzovská Panica,Rimavská Sobota,Banskobystrický,47,LUCN
515795,Valice,Rimavská Sobota,Banskobystrický,47,LUCN
515710,Včelince,Rimavská Sobota,Banskobystrický,47,LUCN
515728,Večelkov,Rimavská Sobota,Banskobystrický,47,LUCN
516465,Veľká Čalomija,Veľký Krtíš,Banskobystrický,47,LUCN
511994,Veľká nad Ipľom,Lučenec,Banskobystrický,47,LUCN
512001,Veľká Ves,Poltár,Banskobystrický,47,LUCN
516473,Veľká Ves nad Ipľom,Veľký Krtíš,Banskobystrický,47,LUCN
512010,Veľké Dravce,Lučenec,Banskobystrický,47,LUCN
558214,Veľké Straciny,Veľký Krtíš,Banskobystrický,47,LUCN
515736,Veľké Teriakovce,Rimavská Sobota,Banskobystrický,47,LUCN
516490,Veľké Zlievce,Veľký Krtíš,Banskobystrický,47,LUCN
515744,Veľký Blh,Rimavská Sobota,Banskobystrický,47,LUCN
515850,Veľký Krtíš,Veľký Krtíš,Banskobystrický,47,LUCN
516503,Veľký Lom,Veľký Krtíš,Banskobystrický,47,LUCN
557307,Vidiná,Lučenec,Banskobystrický,47,LUCN
516511,Vieska,Veľký Krtíš,Banskobystrický,47,LUCN
515752,Vieska nad Blhom,Rimavská Sobota,Banskobystrický,47,LUCN
516520,Vinica,Veľký Krtíš,Banskobystrický,47,LUCN
515761,Višňové,Revúca,Banskobystrický,47,LUCN
515779,Vlkyňa,Rimavská Sobota,Banskobystrický,47,LUCN
516538,Vrbovka,Veľký Krtíš,Banskobystrický,47,LUCN
557901,Vyšné Valice,Rimavská Sobota,Banskobystrický,47,LUCN
515809,Vyšný Skálnik,Rimavská Sobota,Banskobystrický,47,LUCN
515817,Zádor,Rimavská Sobota,Banskobystrický,47,LUCN
516546,Záhorce,Veľký Krtíš,Banskobystrický,47,LUCN
557927,Zacharovce,Rimavská Sobota,Banskobystrický,47,LUCN
516554,Závada,Veľký Krtíš,Banskobystrický,47,LUCN
582051,Zlatno,Poltár,Banskobystrický,47,LUCN
516562,Zombor,Veľký Krtíš,Banskobystrický,47,LUCN
516571,Želovce,Veľký Krtíš,Banskobystrický,47,LUCN
515833,Žiar,Revúca,Banskobystrický,47,LUCN
515841,Žíp,Rimavská Sobota,Banskobystrický,47,LUCN
508446,Bacúch,Brezno,Banskobystrický,48,BB
508454,Badín,Banská Bystrica,Banskobystrický,48,BB
508471,Baláže,Banská Bystrica,Banskobystrický,48,BB
508438,Banská Bystrica,Banská Bystrica,Banskobystrický,48,BB
508462,Beňuš,Brezno,Banskobystrický,48,BB
508489,Braväcovo,Brezno,Banskobystrický,48,BB
508497,Brezno,Brezno,Banskobystrický,48,BB
508675,Brusno,Banská Bystrica,Banskobystrický,48,BB
557251,Bystrá,Brezno,Banskobystrický,48,BB
508519,Čerín,Banská Bystrica,Banskobystrický,48,BB
508527,Čierny Balog,Brezno,Banskobystrický,48,BB
508535,Dolná Lehota,Brezno,Banskobystrický,48,BB
508543,Dolná Mičiná,Banská Bystrica,Banskobystrický,48,BB
508551,Dolný Harmanec,Banská Bystrica,Banskobystrický,48,BB
508560,Donovaly,Banská Bystrica,Banskobystrický,48,BB
508578,Drábsko,Brezno,Banskobystrický,48,BB
508586,Dúbravica,Banská Bystrica,Banskobystrický,48,BB
508594,Harmanec,Banská Bystrica,Banskobystrický,48,BB
508608,Heľpa,Brezno,Banskobystrický,48,BB
508616,Hiadeľ,Banská Bystrica,Banskobystrický,48,BB
508624,Horná Lehota,Brezno,Banskobystrický,48,BB
508632,Horná Mičiná,Banská Bystrica,Banskobystrický,48,BB
508641,Horné Pršany,Banská Bystrica,Banskobystrický,48,BB
508659,Hrochoť,Banská Bystrica,Banskobystrický,48,BB
508667,Hronec,Brezno,Banskobystrický,48,BB
580236,Hronsek,Banská Bystrica,Banskobystrický,48,BB
508691,Jarabá,Brezno,Banskobystrický,48,BB
508705,Jasenie,Brezno,Banskobystrický,48,BB
508713,Kordíky,Banská Bystrica,Banskobystrický,48,BB
508721,Králiky,Banská Bystrica,Banskobystrický,48,BB
557277,Kynceľová,Banská Bystrica,Banskobystrický,48,BB
508730,Lom nad Rimavicou,Brezno,Banskobystrický,48,BB
508748,Ľubietová,Banská Bystrica,Banskobystrický,48,BB
508756,Lučatín,Banská Bystrica,Banskobystrický,48,BB
580244,Malachov,Banská Bystrica,Banskobystrický,48,BB
508764,Medzibrod,Banská Bystrica,Banskobystrický,48,BB
508772,Michalová,Brezno,Banskobystrický,48,BB
508799,Moštenica,Banská Bystrica,Banskobystrický,48,BB
508802,Motyčky,Banská Bystrica,Banskobystrický,48,BB
508781,Môlča,Banská Bystrica,Banskobystrický,48,BB
508811,Mýto pod Ďumbierom,Brezno,Banskobystrický,48,BB
557285,Nemce,Banská Bystrica,Banskobystrický,48,BB
508829,Nemecká,Brezno,Banskobystrický,48,BB
508837,Oravce,Banská Bystrica,Banskobystrický,48,BB
508845,Osrblie,Brezno,Banskobystrický,48,BB
508853,Podbrezová,Brezno,Banskobystrický,48,BB
508861,Podkonice,Banská Bystrica,Banskobystrický,48,BB
508870,Pohorelá,Brezno,Banskobystrický,48,BB
508888,Pohronská Polhora,Brezno,Banskobystrický,48,BB
508896,Pohronský Bukovec,Banská Bystrica,Banskobystrický,48,BB
508900,Polomka,Brezno,Banskobystrický,48,BB
508918,Poniky,Banská Bystrica,Banskobystrický,48,BB
508926,Povrazník,Banská Bystrica,Banskobystrický,48,BB
508934,Predajná,Brezno,Banskobystrický,48,BB
508942,Priechod,Banská Bystrica,Banskobystrický,48,BB
508951,Ráztoka,Brezno,Banskobystrický,48,BB
508969,Riečka,Banská Bystrica,Banskobystrický,48,BB
508977,Sebedín - Bečov,Banská Bystrica,Banskobystrický,48,BB
508985,Selce,Banská Bystrica,Banskobystrický,48,BB
508993,Sihla,Brezno,Banskobystrický,48,BB
509001,Slovenská Ľupča,Banská Bystrica,Banskobystrický,48,BB
509019,Staré Hory,Banská Bystrica,Banskobystrický,48,BB
509027,Strelníky,Banská Bystrica,Banskobystrický,48,BB
509035,Špania Dolina,Banská Bystrica,Banskobystrický,48,BB
509043,Šumiac,Brezno,Banskobystrický,48,BB
509060,Tajov,Banská Bystrica,Banskobystrický,48,BB
509051,Telgárt,Brezno,Banskobystrický,48,BB
557269,Turecká,Banská Bystrica,Banskobystrický,48,BB
509086,Valaská,Brezno,Banskobystrický,48,BB
509094,Vaľkovňa,Brezno,Banskobystrický,48,BB
557293,Vlkanová,Banská Bystrica,Banskobystrický,48,BB
509124,Závadka nad Hronom,Brezno,Banskobystrický,48,BB
524158,Abranovce,Prešov,Prešovský,51,PO
524174,Bajerov,Prešov,Prešovský,51,PO
524182,Bajerovce,Sabinov,Prešovský,51,PO
524191,Bertotovce,Prešov,Prešovský,51,PO
524204,Bodovce,Sabinov,Prešovský,51,PO
524212,Brestov,Prešov,Prešovský,51,PO
524221,Bretejovce,Prešov,Prešovský,51,PO
524239,Brezovica,Sabinov,Prešovský,51,PO
524247,Brezovička,Sabinov,Prešovský,51,PO
524255,Brežany,Prešov,Prešovský,51,PO
524263,Bzenov,Prešov,Prešovský,51,PO
524271,Čelovce,Prešov,Prešovský,51,PO
524280,Červená Voda,Sabinov,Prešovský,51,PO
524301,Červenica,Prešov,Prešovský,51,PO
524298,Červenica pri Sabinove,Sabinov,Prešovský,51,PO
524310,Ďačov,Sabinov,Prešovský,51,PO
524328,Daletice,Sabinov,Prešovský,51,PO
524336,Demjata,Prešov,Prešovský,51,PO
524344,Drienica,Sabinov,Prešovský,51,PO
524352,Drienov,Prešov,Prešovský,51,PO
524361,Drienovská Nová Ves,Prešov,Prešovský,51,PO
524379,Dubovica,Sabinov,Prešovský,51,PO
524387,Dulova Ves,Prešov,Prešovský,51,PO
524395,Fintice,Prešov,Prešovský,51,PO
524409,Fričovce,Prešov,Prešovský,51,PO
524417,Fulianka,Prešov,Prešovský,51,PO
524425,Geraltov,Prešov,Prešovský,51,PO
524433,Gregorovce,Prešov,Prešovský,51,PO
524441,Hanigovce,Sabinov,Prešovský,51,PO
518522,Haniska,Prešov,Prešovský,51,PO
524450,Hendrichovce,Prešov,Prešovský,51,PO
524468,Hermanovce,Prešov,Prešovský,51,PO
524476,Hrabkov,Prešov,Prešovský,51,PO
524492,Hubošovce,Sabinov,Prešovský,51,PO
524506,Chmeľov,Prešov,Prešovský,51,PO
524514,Chmeľovec,Prešov,Prešovský,51,PO
524549,Chmiňany,Prešov,Prešovský,51,PO
524522,Chminianska Nová Ves,Prešov,Prešovský,51,PO
524531,Chminianske Jakubovany,Prešov,Prešovský,51,PO
524557,Jakovany,Sabinov,Prešovský,51,PO
524565,Jakubova Voľa,Sabinov,Prešovský,51,PO
524573,Jakubovany,Sabinov,Prešovský,51,PO
524581,Janov,Prešov,Prešovský,51,PO
524590,Janovík,Prešov,Prešovský,51,PO
524603,Jarovnice,Sabinov,Prešovský,51,PO
524611,Kamenica,Sabinov,Prešovský,51,PO
524620,Kapušany,Prešov,Prešovský,51,PO
524638,Kendice,Prešov,Prešovský,51,PO
524646,Klenov,Prešov,Prešovský,51,PO
524654,Kojatice,Prešov,Prešovský,51,PO
524662,Kokošovce,Prešov,Prešovský,51,PO
524671,Krásna Lúka,Sabinov,Prešovský,51,PO
524689,Krivany,Sabinov,Prešovský,51,PO
524697,Krížovany,Prešov,Prešovský,51,PO
524701,Kvačany,Prešov,Prešovský,51,PO
524727,Lada,Prešov,Prešovský,51,PO
524735,Lažany,Prešov,Prešovský,51,PO
524743,Lemešany,Prešov,Prešovský,51,PO
524751,Lesíček,Prešov,Prešovský,51,PO
524760,Ličartovce,Prešov,Prešovský,51,PO
524778,Lipany,Sabinov,Prešovský,51,PO
559971,Lipníky,Prešov,Prešovský,51,PO
524786,Lipovce,Prešov,Prešovský,51,PO
518590,Ľubotice,Prešov,Prešovský,51,PO
524794,Ľubovec,Prešov,Prešovský,51,PO
524808,Lúčina,Prešov,Prešovský,51,PO
524816,Lúčka,Sabinov,Prešovský,51,PO
524824,Ľutina,Sabinov,Prešovský,51,PO
524832,Malý Slivník,Prešov,Prešovský,51,PO
524841,Malý Šariš,Prešov,Prešovský,51,PO
556823,Medzany,Prešov,Prešovský,51,PO
524867,Miklušovce,Prešov,Prešovský,51,PO
524875,Milpoš,Sabinov,Prešovský,51,PO
524883,Mirkovce,Prešov,Prešovský,51,PO
524905,Mošurov,Prešov,Prešovský,51,PO
524913,Nemcovce,Prešov,Prešovský,51,PO
524921,Nižný Slavkov,Sabinov,Prešovský,51,PO
524930,Okružná,Prešov,Prešovský,51,PO
524948,Olejníkov,Sabinov,Prešovský,51,PO
524956,Oľšov,Sabinov,Prešovský,51,PO
524964,Ondrašovce,Prešov,Prešovský,51,PO
524981,Ostrovany,Sabinov,Prešovský,51,PO
524999,Ovčie,Prešov,Prešovský,51,PO
525006,Pečovská Nová Ves,Sabinov,Prešovský,51,PO
525014,Petrovany,Prešov,Prešovský,51,PO
525022,Podhorany,Prešov,Prešovský,51,PO
525031,Podhradík,Prešov,Prešovský,51,PO
525049,Poloma,Sabinov,Prešovský,51,PO
524140,Prešov,Prešov,Prešovský,51,PO
525057,Proč,Prešov,Prešovský,51,PO
525065,Pušovce,Prešov,Prešovský,51,PO
525073,Radatice,Prešov,Prešovský,51,PO
525081,Ratvaj,Sabinov,Prešovský,51,PO
525090,Ražňany,Sabinov,Prešovský,51,PO
525103,Renčišov,Sabinov,Prešovský,51,PO
525111,Rokycany,Prešov,Prešovský,51,PO
525120,Rožkovany,Sabinov,Prešovský,51,PO
525138,Ruská Nová Ves,Prešov,Prešovský,51,PO
525146,Sabinov,Sabinov,Prešovský,51,PO
525154,Sedlice,Prešov,Prešovský,51,PO
525162,Seniakovce,Prešov,Prešovský,51,PO
559989,Suchá Dolina,Prešov,Prešovský,51,PO
525171,Svinia,Prešov,Prešovský,51,PO
525189,Šarišská Poruba,Prešov,Prešovský,51,PO
525197,Šarišská Trstená,Prešov,Prešovský,51,PO
525201,Šarišské Bohdanovce,Prešov,Prešovský,51,PO
525219,Šarišské Dravce,Sabinov,Prešovský,51,PO
525235,Šarišské Michaľany,Sabinov,Prešovský,51,PO
525243,Šarišské Sokolovce,Sabinov,Prešovský,51,PO
525251,Šindliar,Prešov,Prešovský,51,PO
525260,Široké,Prešov,Prešovský,51,PO
525278,Štefanovce,Prešov,Prešovský,51,PO
525286,Teriakovce,Prešov,Prešovský,51,PO
525294,Terňa,Prešov,Prešovský,51,PO
525308,Tichý Potok,Sabinov,Prešovský,51,PO
525316,Torysa,Sabinov,Prešovský,51,PO
525324,Trnkov,Prešov,Prešovský,51,PO
525332,Tuhrina,Prešov,Prešovský,51,PO
525341,Tulčík,Prešov,Prešovský,51,PO
525359,Uzovce,Sabinov,Prešovský,51,PO
525367,Uzovské Pekľany,Sabinov,Prešovský,51,PO
525375,Uzovský Šalgov,Sabinov,Prešovský,51,PO
525383,Varhaňovce,Prešov,Prešovský,51,PO
525391,Veľký Slivník,Prešov,Prešovský,51,PO
525405,Veľký Šariš,Prešov,Prešovský,51,PO
525413,Víťaz,Prešov,Prešovský,51,PO
525421,Vysoká,Sabinov,Prešovský,51,PO
525430,Vyšná Šebastová,Prešov,Prešovský,51,PO
525448,Záborské,Prešov,Prešovský,51,PO
525456,Záhradné,Prešov,Prešovský,51,PO
525472,Zlatá Baňa,Prešov,Prešovský,51,PO
525499,Žehňa,Prešov,Prešovský,51,PO
525502,Žipov,Prešov,Prešovský,51,PO
525511,Župčany,Prešov,Prešovský,51,PO
523399,Abrahámovce,Kežmarok,Prešovský,52,PP
523402,Batizovce,Poprad,Prešovský,52,PP
523411,Bušovce,Kežmarok,Prešovský,52,PP
523429,Červený Kláštor,Kežmarok,Prešovský,52,PP
526673,Čirč,Stará Ľubovňa,Prešovský,52,PP
526681,Ďurková,Stará Ľubovňa,Prešovský,52,PP
526690,Forbasy,Stará Ľubovňa,Prešovský,52,PP
523437,Gánovce,Poprad,Prešovský,52,PP
523445,Gerlachov,Poprad,Prešovský,52,PP
526703,Hajtovka,Stará Ľubovňa,Prešovský,52,PP
526711,Haligovce,Stará Ľubovňa,Prešovský,52,PP
523461,Havka,Kežmarok,Prešovský,52,PP
526720,Hniezdne,Stará Ľubovňa,Prešovský,52,PP
523470,Holumnica,Kežmarok,Prešovský,52,PP
523496,Hozelec,Poprad,Prešovský,52,PP
523488,Hôrka,Poprad,Prešovský,52,PP
523500,Hradisko,Kežmarok,Prešovský,52,PP
526738,Hraničné,Stará Ľubovňa,Prešovský,52,PP
523518,Hranovnica,Poprad,Prešovský,52,PP
526746,Hromoš,Stará Ľubovňa,Prešovský,52,PP
523526,Huncovce,Kežmarok,Prešovský,52,PP
526754,Chmeľnica,Stará Ľubovňa,Prešovský,52,PP
523534,Ihľany,Kežmarok,Prešovský,52,PP
526762,Jakubany,Stará Ľubovňa,Prešovský,52,PP
523542,Jánovce,Poprad,Prešovský,52,PP
526771,Jarabina,Stará Ľubovňa,Prešovský,52,PP
523551,Javorina (vojenský obvod),Kežmarok,Prešovský,52,PP
523569,Jezersko,Kežmarok,Prešovský,52,PP
523577,Jurské,Kežmarok,Prešovský,52,PP
526789,Kamienka,Stará Ľubovňa,Prešovský,52,PP
523585,Kežmarok,Kežmarok,Prešovský,52,PP
526797,Kolačkov,Stará Ľubovňa,Prešovský,52,PP
523593,Kravany,Poprad,Prešovský,52,PP
526801,Kremná,Stará Ľubovňa,Prešovský,52,PP
523607,Krížová Ves,Kežmarok,Prešovský,52,PP
526819,Kyjov,Stará Ľubovňa,Prešovský,52,PP
526827,Lacková,Stará Ľubovňa,Prešovský,52,PP
526835,Legnava,Stará Ľubovňa,Prešovský,52,PP
523615,Lechnica,Kežmarok,Prešovský,52,PP
523623,Lendak,Kežmarok,Prešovský,52,PP
526843,Lesnica,Stará Ľubovňa,Prešovský,52,PP
523631,Liptovská Teplička,Poprad,Prešovský,52,PP
526851,Litmanová,Stará Ľubovňa,Prešovský,52,PP
526860,Lomnička,Stará Ľubovňa,Prešovský,52,PP
523682,Ľubica,Kežmarok,Prešovský,52,PP
526878,Ľubotín,Stará Ľubovňa,Prešovský,52,PP
523658,Lučivná,Poprad,Prešovský,52,PP
523674,Majere,Kežmarok,Prešovský,52,PP
559938,Malá Franková,Kežmarok,Prešovský,52,PP
526886,Malý Lipník,Stará Ľubovňa,Prešovský,52,PP
581241,Malý Slavkov,Kežmarok,Prešovský,52,PP
523712,Matiašovce,Kežmarok,Prešovský,52,PP
526894,Matysová,Stará Ľubovňa,Prešovský,52,PP
523721,Mengusovce,Poprad,Prešovský,52,PP
523739,Mlynčeky,Kežmarok,Prešovský,52,PP
523747,Mlynica,Poprad,Prešovský,52,PP
526908,Mníšek nad Popradom,Stará Ľubovňa,Prešovský,52,PP
526916,Nižné Ružbachy,Stará Ľubovňa,Prešovský,52,PP
523763,Nová Lesná,Poprad,Prešovský,52,PP
526924,Nová Ľubovňa,Stará Ľubovňa,Prešovský,52,PP
526932,Obručné,Stará Ľubovňa,Prešovský,52,PP
526941,Orlov,Stará Ľubovňa,Prešovský,52,PP
523771,Osturňa,Kežmarok,Prešovský,52,PP
526959,Plaveč,Stará Ľubovňa,Prešovský,52,PP
526967,Plavnica,Stará Ľubovňa,Prešovský,52,PP
523780,Podhorany,Kežmarok,Prešovský,52,PP
526975,Podolínec,Stará Ľubovňa,Prešovský,52,PP
523381,Poprad,Poprad,Prešovský,52,PP
526983,Pusté Pole,Stará Ľubovňa,Prešovský,52,PP
523798,Rakúsy,Kežmarok,Prešovský,52,PP
523801,Reľov,Kežmarok,Prešovský,52,PP
526991,Ruská Voľa nad Popradom,Stará Ľubovňa,Prešovský,52,PP
523810,Slovenská Ves,Kežmarok,Prešovský,52,PP
523828,Spišská Belá,Kežmarok,Prešovský,52,PP
523836,Spišská Stará Ves,Kežmarok,Prešovský,52,PP
523844,Spišská Teplica,Poprad,Prešovský,52,PP
523852,Spišské Bystré,Poprad,Prešovský,52,PP
523861,Spišské Hanušovce,Kežmarok,Prešovský,52,PP
523879,Spišský Štiavnik,Poprad,Prešovský,52,PP
523887,Stará Lesná,Kežmarok,Prešovský,52,PP
526665,Stará Ľubovňa,Stará Ľubovňa,Prešovský,52,PP
527009,Starina,Stará Ľubovňa,Prešovský,52,PP
560103,Starý Smokovec,Poprad,Prešovský,52,PP
527017,Stráňany,Stará Ľubovňa,Prešovský,52,PP
523909,Stráne pod Tatrami,Kežmarok,Prešovský,52,PP
527025,Sulín,Stará Ľubovňa,Prešovský,52,PP
523925,Svit,Poprad,Prešovský,52,PP
527033,Šambron,Stará Ľubovňa,Prešovský,52,PP
527041,Šarišské Jastrabie,Stará Ľubovňa,Prešovský,52,PP
559890,Štôla,Poprad,Prešovský,52,PP
523933,Štrba,Poprad,Prešovský,52,PP
524107,Šuňava,Poprad,Prešovský,52,PP
523950,Švábovce,Poprad,Prešovský,52,PP
580368,Tatranská Javorina,Poprad,Prešovský,52,PP
523976,Toporec,Kežmarok,Prešovský,52,PP
523984,Tvarožná,Kežmarok,Prešovský,52,PP
527050,Údol,Stará Ľubovňa,Prešovský,52,PP
523992,Veľká Franková,Kežmarok,Prešovský,52,PP
527068,Veľká Lesná,Stará Ľubovňa,Prešovský,52,PP
524000,Veľká Lomnica,Kežmarok,Prešovský,52,PP
527076,Veľký Lipník,Stará Ľubovňa,Prešovský,52,PP
524018,Veľký Slavkov,Poprad,Prešovský,52,PP
524026,Vernár,Poprad,Prešovský,52,PP
524034,Vikartovce,Poprad,Prešovský,52,PP
527084,Vislanka,Stará Ľubovňa,Prešovský,52,PP
524042,Vlková,Kežmarok,Prešovský,52,PP
524051,Vlkovce,Kežmarok,Prešovský,52,PP
524069,Vojňany,Kežmarok,Prešovský,52,PP
524077,Vrbov,Kežmarok,Prešovský,52,PP
524085,Výborná,Kežmarok,Prešovský,52,PP
524093,Vydrník,Poprad,Prešovský,52,PP
560103,Vysoké Tatry,Poprad,Prešovský,52,PP
527092,Vyšné Ružbachy,Stará Ľubovňa,Prešovský,52,PP
524115,Zálesie,Kežmarok,Prešovský,52,PP
524123,Žakovce,Kežmarok,Prešovský,52,PP
524131,Ždiar,Poprad,Prešovský,52,PP
526363,Arnutovce,Spišská Nová Ves,Košický,53,SNVS
526371,Baldovce,Levoča,Prešovský,53,SNVS
526380,Beharovce,Levoča,Prešovský,53,SNVS
526398,Betlanovce,Spišská Nová Ves,Košický,53,SNVS
526401,Bijacovce,Levoča,Prešovský,53,SNVS
526410,Brutovce,Levoča,Prešovský,53,SNVS
526428,Buglovce,Levoča,Prešovský,53,SNVS
526436,Bystrany,Spišská Nová Ves,Košický,53,SNVS
526444,Danišovce,Spišská Nová Ves,Košický,53,SNVS
526452,Dlhé Stráže,Levoča,Prešovský,53,SNVS
526461,Doľany,Levoča,Prešovský,53,SNVS
526479,Domaňovce,Levoča,Prešovský,53,SNVS
526487,Dravce,Levoča,Prešovský,53,SNVS
526495,Dúbrava,Levoča,Prešovský,53,SNVS
526509,Gelnica,Gelnica,Košický,53,SNVS
526517,Granč - Petrovce,Levoča,Prešovský,53,SNVS
526525,Harakovce,Levoča,Prešovský,53,SNVS
526533,Harichovce,Spišská Nová Ves,Košický,53,SNVS
526541,Helcmanovce,Gelnica,Košický,53,SNVS
526550,Henclová,Gelnica,Košický,53,SNVS
526568,Hincovce,Spišská Nová Ves,Košický,53,SNVS
526576,Hnilčík,Spišská Nová Ves,Košický,53,SNVS
526584,Hnilec,Spišská Nová Ves,Košický,53,SNVS
526592,Hrabušice,Spišská Nová Ves,Košický,53,SNVS
543144,Hrišovce,Gelnica,Košický,53,SNVS
543152,Chrasť nad Hornádom,Spišská Nová Ves,Košický,53,SNVS
543161,Iliašovce,Spišská Nová Ves,Košický,53,SNVS
543179,Jablonov,Levoča,Prešovský,53,SNVS
543187,Jaklovce,Gelnica,Košický,53,SNVS
543195,Jamník,Spišská Nová Ves,Košický,53,SNVS
543209,Kaľava,Spišská Nová Ves,Košický,53,SNVS
543225,Klčov,Levoča,Prešovský,53,SNVS
543233,Kluknava,Gelnica,Košický,53,SNVS
543241,Kojšov,Gelnica,Košický,53,SNVS
543250,Kolinovce,Spišská Nová Ves,Košický,53,SNVS
581640,Korytné,Levoča,Prešovský,53,SNVS
543268,Krompachy,Spišská Nová Ves,Košický,53,SNVS
543276,Kurimany,Levoča,Prešovský,53,SNVS
543284,Letanovce,Spišská Nová Ves,Košický,53,SNVS
543292,Levoča,Levoča,Prešovský,53,SNVS
543306,Lieskovany,Spišská Nová Ves,Košický,53,SNVS
543314,Lúčka,Levoča,Prešovský,53,SNVS
543322,Margecany,Gelnica,Košický,53,SNVS
543331,Markušovce,Spišská Nová Ves,Košický,53,SNVS
543349,Matejovce,Spišská Nová Ves,Košický,53,SNVS
543357,Mlynky,Spišská Nová Ves,Košický,53,SNVS
543365,Mníšek nad Hnilcom,Gelnica,Košický,53,SNVS
543373,Nálepkovo,Gelnica,Košický,53,SNVS
543381,Nemešany,Levoča,Prešovský,53,SNVS
543390,Nižné Repaše,Levoča,Prešovský,53,SNVS
543403,Odorín,Spišská Nová Ves,Košický,53,SNVS
543411,Olcnava,Spišská Nová Ves,Košický,53,SNVS
543420,Oľšavica,Levoča,Prešovský,53,SNVS
543438,Oľšavka,Spišská Nová Ves,Košický,53,SNVS
543446,Ordzovany,Levoča,Prešovský,53,SNVS
543454,Pavľany,Levoča,Prešovský,53,SNVS
543462,Poľanovce,Levoča,Prešovský,53,SNVS
543471,Pongrácovce,Levoča,Prešovský,53,SNVS
543489,Poráč,Spišská Nová Ves,Košický,53,SNVS
543497,Prakovce,Gelnica,Košický,53,SNVS
543501,Richnava,Gelnica,Košický,53,SNVS
