Druh školy skrátený;Typ školy skrátený;Druh 1;Druh 2;Kraj názov;NUTS3;Okres názov;LAU1;Počet organizačných zložiek;Zriaďovateľ - Forma vlastníctva názov;Zriaďovateľ - Typ názov;
GYM;GYM;SŠ;GYM;Košický;SK042;Michalovce;SK0427;3;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Košický;SK042;Rožňava;SK0428;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Košický;SK042;Sobrance;SK0429;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Košický;SK042;Spišská Nová Ves;SK042A;1;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Košický;SK042;Spišská Nová Ves;SK042A;3;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Košický;SK042;Trebišov;SK042B;1;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Košický;SK042;Trebišov;SK042B;3;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Nitriansky;SK023;Komárno;SK0231;2;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Nitriansky;SK023;Komárno;SK0231;2;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Nitriansky;SK023;Levice;SK0232;2;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Nitriansky;SK023;Levice;SK0232;1;štátna;obec, mesto;
GYM;GYM;SŠ;GYM;Nitriansky;SK023;Levice;SK0232;3;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Nitriansky;SK023;Nitra;SK0233;2;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Nitriansky;SK023;Nitra;SK0233;1;štátna;regionálny úrad školskej správy;
GYM;GYM;SŠ;GYM;Nitriansky;SK023;Nitra;SK0233;3;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Nitriansky;SK023;Nové Zámky;SK0234;4;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Nitriansky;SK023;Šaľa;SK0235;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Nitriansky;SK023;Topoľčany;SK0236;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Nitriansky;SK023;Zlaté Moravce;SK0237;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Bardejov;SK0411;1;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Bardejov;SK0411;1;súkromná;súkromník;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Bardejov;SK0411;2;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Humenné;SK0412;2;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Humenné;SK0412;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Kežmarok;SK0413;1;štátna;obec, mesto;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Kežmarok;SK0413;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Levoča;SK0414;1;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Levoča;SK0414;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Medzilaborce;SK0415;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Poprad;SK0416;1;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Poprad;SK0416;1;súkromná;súkromník;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Poprad;SK0416;1;štátna;regionálny úrad školskej správy;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Poprad;SK0416;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Prešov;SK0417;4;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Prešov;SK0417;1;súkromná;súkromník;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Prešov;SK0417;3;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Sabinov;SK0418;1;súkromná;súkromník;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Sabinov;SK0418;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Snina;SK0419;1;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Snina;SK0419;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Stará Ľubovňa;SK041A;1;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Stará Ľubovňa;SK041A;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Stropkov;SK041B;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Svidník;SK041C;1;štátna;obec, mesto;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Svidník;SK041C;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Vranov nad Topľou;SK041D;1;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Prešovský;SK041;Vranov nad Topľou;SK041D;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Trenčiansky;SK022;Bánovce nad Bebravou;SK0221;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Trenčiansky;SK022;Ilava;SK0222;1;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Trenčiansky;SK022;Ilava;SK0222;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Trenčiansky;SK022;Myjava;SK0223;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Trenčiansky;SK022;Nové Mesto nad Váhom;SK0224;1;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Trenčiansky;SK022;Nové Mesto nad Váhom;SK0224;1;štátna;regionálny úrad školskej správy;
GYM;GYM;SŠ;GYM;Trenčiansky;SK022;Nové Mesto nad Váhom;SK0224;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Trenčiansky;SK022;Partizánske;SK0225;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Trenčiansky;SK022;Považská Bystrica;SK0226;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Trenčiansky;SK022;Prievidza;SK0227;1;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Trenčiansky;SK022;Prievidza;SK0227;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Trenčiansky;SK022;Púchov;SK0228;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Trenčiansky;SK022;Trenčín;SK0229;1;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Trenčiansky;SK022;Trenčín;SK0229;1;súkromná;súkromník;
GYM;GYM;SŠ;GYM;Trenčiansky;SK022;Trenčín;SK0229;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Trnavský;SK021;Dunajská Streda;SK0211;2;súkromná;súkromník;
GYM;GYM;SŠ;GYM;Trnavský;SK021;Dunajská Streda;SK0211;4;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Trnavský;SK021;Galanta;SK0212;1;súkromná;súkromník;
GYM;GYM;SŠ;GYM;Trnavský;SK021;Galanta;SK0212;3;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Trnavský;SK021;Hlohovec;SK0213;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Trnavský;SK021;Piešťany;SK0214;1;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Trnavský;SK021;Piešťany;SK0214;2;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Trnavský;SK021;Senica;SK0215;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Trnavský;SK021;Skalica;SK0216;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Trnavský;SK021;Trnava;SK0217;2;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Trnavský;SK021;Trnava;SK0217;1;súkromná;súkromník;
GYM;GYM;SŠ;GYM;Trnavský;SK021;Trnava;SK0217;2;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Bytča;SK0311;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Čadca;SK0312;1;štátna;obec, mesto;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Čadca;SK0312;1;štátna;regionálny úrad školskej správy;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Dolný Kubín;SK0313;1;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Dolný Kubín;SK0313;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Kysucké Nové Mesto;SK0314;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Liptovský Mikuláš;SK0315;1;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Liptovský Mikuláš;SK0315;1;štátna;obec, mesto;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Liptovský Mikuláš;SK0315;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Martin;SK0316;1;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Martin;SK0316;1;štátna;obec, mesto;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Martin;SK0316;1;štátna;regionálny úrad školskej správy;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Martin;SK0316;2;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Námestovo;SK0317;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Ružomberok;SK0318;1;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Ružomberok;SK0318;1;súkromná;súkromník;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Ružomberok;SK0318;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Turčianske Teplice;SK0319;1;štátna;obec, mesto;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Tvrdošín;SK031A;1;štátna;regionálny úrad školskej správy;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Tvrdošín;SK031A;1;štátna;samosprávny kraj ;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Žilina;SK031B;3;cirkevná;cirkev, náboženská spoločnosť;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Žilina;SK031B;1;súkromná;súkromník;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Žilina;SK031B;1;štátna;obec, mesto;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Žilina;SK031B;1;štátna;regionálny úrad školskej správy;
GYM;GYM;SŠ;GYM;Žilinský;SK031;Žilina;SK031B;3;štátna;samosprávny kraj ;
JŠ;JŠ;JŠ;JŠ;Banskobystrický;SK032;Banská Bystrica;SK0321;3;súkromná;súkromník;
JŠ;JŠ;JŠ;JŠ;Banskobystrický;SK032;Banská Bystrica;SK0321;1;štátna;samosprávny kraj ;
JŠ;JŠ;JŠ;JŠ;Banskobystrický;SK032;Detva;SK0324;1;štátna;obec, mesto;
JŠ;JŠ;JŠ;JŠ;Banskobystrický;SK032;Lučenec;SK0326;1;štátna;samosprávny kraj ;
JŠ;JŠ;JŠ;JŠ;Banskobystrický;SK032;Revúca;SK0328;1;štátna;samosprávny kraj ;
JŠ;JŠ;JŠ;JŠ;Banskobystrický;SK032;Rimavská Sobota;SK0329;1;súkromná;súkromník;
JŠ;JŠ;JŠ;JŠ;Banskobystrický;SK032;Rimavská Sobota;SK0329;1;štátna;samosprávny kraj ;
JŠ;JŠ;JŠ;JŠ;Banskobystrický;SK032;Veľký Krtíš;SK032A;1;štátna;samosprávny kraj ;
JŠ;JŠ;JŠ;JŠ;Bratislavský;SK010;Bratislava I;SK0101;2;súkromná;súkromník;
JŠ;JŠ;JŠ;JŠ;Bratislavský;SK010;Bratislava I;SK0101;2;štátna;samosprávny kraj ;
JŠ;JŠ;JŠ;JŠ;Bratislavský;SK010;Bratislava III;SK0103;1;súkromná;súkromník;
JŠ;JŠ;JŠ;JŠ;Bratislavský;SK010;Bratislava V;SK0105;2;súkromná;súkromník;
JŠ;JŠ;JŠ;JŠ;Košický;SK042;Košice - okolie;SK0426;1;štátna;samosprávny kraj ;
JŠ;JŠ;JŠ;JŠ;Košický;SK042;Košice I;SK0422;1;cirkevná;cirkev, náboženská spoločnosť;
JŠ;JŠ;JŠ;JŠ;Košický;SK042;Košice I;SK0422;1;súkromná;súkromník;
JŠ;JŠ;JŠ;JŠ;Košický;SK042;Košice I;SK0422;3;štátna;obec, mesto;
JŠ;JŠ;JŠ;JŠ;Košický;SK042;Košice I;SK0422;1;štátna;samosprávny kraj ;
JŠ;JŠ;JŠ;JŠ;Košický;SK042;Košice IV;SK0425;2;štátna;obec, mesto;
JŠ;JŠ;JŠ;JŠ;Košický;SK042;Michalovce;SK0427;1;štátna;samosprávny kraj ;
JŠ;JŠ;JŠ;JŠ;Košický;SK042;Spišská Nová Ves;SK042A;1;štátna;samosprávny kraj ;
JŠ;JŠ;JŠ;JŠ;Nitriansky;SK023;Nitra;SK0233;2;súkromná;súkromník;
JŠ;JŠ;JŠ;JŠ;Nitriansky;SK023;Nitra;SK0233;2;štátna;samosprávny kraj ;
JŠ;JŠ;JŠ;JŠ;Prešovský;SK041;Bardejov;SK0411;1;súkromná;súkromník;
JŠ;JŠ;JŠ;JŠ;Prešovský;SK041;Poprad;SK0416;1;štátna;samosprávny kraj ;
JŠ;JŠ;JŠ;JŠ;Prešovský;SK041;Prešov;SK0417;1;štátna;samosprávny kraj ;
JŠ;JŠ;JŠ;JŠ;Trenčiansky;SK022;Trenčín;SK0229;1;štátna;samosprávny kraj ;
JŠ;JŠ;JŠ;JŠ;Trnavský;SK021;Dunajská Streda;SK0211;1;štátna;samosprávny kraj ;
JŠ;JŠ;JŠ;JŠ;Trnavský;SK021;Skalica;SK0216;2;súkromná;súkromník;
JŠ;JŠ;JŠ;JŠ;Trnavský;SK021;Trnava;SK0217;3;štátna;samosprávny kraj ;
JŠ;JŠ;JŠ;JŠ;Žilinský;SK031;Liptovský Mikuláš;SK0315;1;štátna;samosprávny kraj ;
JŠ;JŠ;JŠ;JŠ;Žilinský;SK031;Martin;SK0316;1;súkromná;súkromník;
JŠ;JŠ;JŠ;JŠ;Žilinský;SK031;Martin;SK0316;1;štátna;obec, mesto;
JŠ;JŠ;JŠ;JŠ;Žilinský;SK031;Námestovo;SK0317;1;štátna;samosprávny kraj ;
JŠ;JŠ;JŠ;JŠ;Žilinský;SK031;Ružomberok;SK0318;1;súkromná;súkromník;
JŠ;JŠ;JŠ;JŠ;Žilinský;SK031;Žilina;SK031B;1;štátna;samosprávny kraj ;
KON;KON;SŠ;KON;Banskobystrický;SK032;Banská Bystrica;SK0321;1;štátna;samosprávny kraj ;
KON;KON;SŠ;KON;Banskobystrický;SK032;Rimavská Sobota;SK0329;1;súkromná;súkromník;
KON;KON;SŠ;KON;Banskobystrický;SK032;Zvolen;SK032B;1;súkromná;súkromník;
KON;KON;SŠ;KON;Bratislavský;SK010;Bratislava I;SK0101;2;štátna;samosprávny kraj ;
KON;KON;SŠ;KON;Bratislavský;SK010;Bratislava IV;SK0104;1;súkromná;súkromník;
KON;KON;SŠ;KON;Bratislavský;SK010;Bratislava V;SK0105;1;cirkevná;cirkev, náboženská spoločnosť;
KON;KON;SŠ;KON;Košický;SK042;Košice I;SK0422;1;súkromná;súkromník;
KON;KON;SŠ;KON;Košický;SK042;Košice I;SK0422;1;štátna;samosprávny kraj ;
KON;KON;SŠ;KON;Košický;SK042;Košice III;SK0424;1;štátna;samosprávny kraj ;
KON;KON;SŠ;KON;Košický;SK042;Košice IV;SK0425;1;súkromná;súkromník;
KON;KON;SŠ;KON;Nitriansky;SK023;Nitra;SK0233;1;súkromná;súkromník;
KON;KON;SŠ;KON;Nitriansky;SK023;Topoľčany;SK0236;1;súkromná;súkromník;
KON;KON;SŠ;KON;Prešovský;SK041;Prešov;SK0417;1;súkromná;súkromník;
KON;KON;SŠ;KON;Trnavský;SK021;Trnava;SK0217;1;súkromná;súkromník;
KON;KON;SŠ;KON;Žilinský;SK031;Liptovský Mikuláš;SK0315;1;súkromná;súkromník;
KON;KON;SŠ;KON;Žilinský;SK031;Martin;SK0316;1;súkromná;súkromník;
KON;KON;SŠ;KON;Žilinský;SK031;Žilina;SK031B;1;štátna;samosprávny kraj ;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Banská Bystrica;SK0321;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Banská Bystrica;SK0321;9;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Banská Bystrica;SK0321;52;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Banská Štiavnica;SK0322;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Banská Štiavnica;SK0322;2;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Banská Štiavnica;SK0322;9;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Brezno;SK0323;1;súkromná;zahraničný subjekt;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Brezno;SK0323;32;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Detva;SK0324;20;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Krupina;SK0325;1;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Krupina;SK0325;13;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Lučenec;SK0326;1;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Lučenec;SK0326;37;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Poltár;SK0327;11;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Revúca;SK0328;2;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Revúca;SK0328;22;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Rimavská Sobota;SK0329;3;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Rimavská Sobota;SK0329;57;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Veľký Krtíš;SK032A;38;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Zvolen;SK032B;8;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Zvolen;SK032B;26;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Žarnovica;SK032C;15;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Žiar nad Hronom;SK032D;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Žiar nad Hronom;SK032D;1;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Banskobystrický;SK032;Žiar nad Hronom;SK032D;26;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Bratislava I;SK0101;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Bratislava I;SK0101;18;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Bratislava I;SK0101;19;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Bratislava II;SK0102;2;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Bratislava II;SK0102;15;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Bratislava II;SK0102;20;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Bratislava III;SK0103;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Bratislava III;SK0103;10;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Bratislava III;SK0103;1;štátna;iný orgán štátnej správy;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Bratislava III;SK0103;25;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Bratislava IV;SK0104;3;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Bratislava IV;SK0104;14;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Bratislava IV;SK0104;26;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Bratislava V;SK0105;4;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Bratislava V;SK0105;17;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Bratislava V;SK0105;31;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Malacky;SK0106;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Malacky;SK0106;4;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Malacky;SK0106;29;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Pezinok;SK0107;2;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Pezinok;SK0107;9;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Pezinok;SK0107;31;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Senec;SK0108;2;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Senec;SK0108;23;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Bratislavský;SK010;Senec;SK0108;42;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Gelnica;SK0421;19;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Košice - okolie;SK0426;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Košice - okolie;SK0426;2;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Košice - okolie;SK0426;89;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Košice I;SK0422;3;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Košice I;SK0422;14;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Košice I;SK0422;21;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Košice II;SK0423;2;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Košice II;SK0423;5;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Košice II;SK0423;20;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Košice III;SK0424;2;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Košice III;SK0424;4;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Košice III;SK0424;7;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Košice III;SK0424;1;štátna;samosprávny kraj ;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Košice IV;SK0425;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Košice IV;SK0425;6;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Košice IV;SK0425;15;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Michalovce;SK0427;4;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Michalovce;SK0427;2;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Michalovce;SK0427;67;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Rožňava;SK0428;3;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Rožňava;SK0428;51;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Sobrance;SK0429;1;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Sobrance;SK0429;18;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Spišská Nová Ves;SK042A;3;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Spišská Nová Ves;SK042A;3;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Spišská Nová Ves;SK042A;54;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Trebišov;SK042B;3;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Trebišov;SK042B;1;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Košický;SK042;Trebišov;SK042B;66;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Nitriansky;SK023;Komárno;SK0231;5;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Nitriansky;SK023;Komárno;SK0231;1;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Nitriansky;SK023;Komárno;SK0231;55;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Nitriansky;SK023;Levice;SK0232;4;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Nitriansky;SK023;Levice;SK0232;1;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Nitriansky;SK023;Levice;SK0232;76;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Nitriansky;SK023;Nitra;SK0233;2;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Nitriansky;SK023;Nitra;SK0233;6;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Nitriansky;SK023;Nitra;SK0233;86;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Nitriansky;SK023;Nové Zámky;SK0234;3;cirkevná;cirkev, náboženská spoločnosť;
