Druh školy skrátený;Typ školy skrátený;Druh 1;Druh 2;Kraj názov;NUTS3;Okres názov;LAU1;Počet organizačných zložiek;Zriaďovateľ - Forma vlastníctva názov;Zriaďovateľ - Typ názov;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Banská Štiavnica;SK0322;2;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Brezno;SK0323;1;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Brezno;SK0323;1;súkromná;zahraničný subjekt;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Brezno;SK0323;3;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Detva;SK0324;2;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Krupina;SK0325;1;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Lučenec;SK0326;7;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Poltár;SK0327;1;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Revúca;SK0328;1;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Revúca;SK0328;2;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Rimavská Sobota;SK0329;1;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Rimavská Sobota;SK0329;4;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Veľký Krtíš;SK032A;3;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Zvolen;SK032B;2;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Zvolen;SK032B;4;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Žarnovica;SK032C;1;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Žiar nad Hronom;SK032D;3;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Žiar nad Hronom;SK032D;1;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Bratislavský;SK010;Bratislava I;SK0101;1;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Bratislavský;SK010;Bratislava I;SK0101;2;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Bratislavský;SK010;Bratislava II;SK0102;6;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Bratislavský;SK010;Bratislava II;SK0102;9;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Bratislavský;SK010;Bratislava III;SK0103;2;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Bratislavský;SK010;Bratislava III;SK0103;6;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Bratislavský;SK010;Bratislava IV;SK0104;3;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Bratislavský;SK010;Bratislava IV;SK0104;2;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Bratislavský;SK010;Bratislava V;SK0105;1;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Bratislavský;SK010;Bratislava V;SK0105;4;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Bratislavský;SK010;Bratislava V;SK0105;1;štátna;regionálny úrad školskej správy;
SOŠ;SOŠ;SŠ;SOŠ;Bratislavský;SK010;Bratislava V;SK0105;5;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Bratislavský;SK010;Malacky;SK0106;2;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Bratislavský;SK010;Pezinok;SK0107;1;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Bratislavský;SK010;Pezinok;SK0107;4;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Bratislavský;SK010;Senec;SK0108;5;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Gelnica;SK0421;1;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Košice - okolie;SK0426;1;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Košice I;SK0422;1;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Košice I;SK0422;1;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Košice I;SK0422;1;štátna;regionálny úrad školskej správy;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Košice I;SK0422;8;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Košice II;SK0423;1;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Košice III;SK0424;1;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Košice III;SK0424;1;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Košice IV;SK0425;1;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Košice IV;SK0425;4;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Košice IV;SK0425;9;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Michalovce;SK0427;1;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Michalovce;SK0427;2;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Michalovce;SK0427;6;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Rožňava;SK0428;1;štátna;obec, mesto;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Rožňava;SK0428;4;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Sobrance;SK0429;1;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Spišská Nová Ves;SK042A;1;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Spišská Nová Ves;SK042A;5;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Trebišov;SK042B;1;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Trebišov;SK042B;2;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Košický;SK042;Trebišov;SK042B;3;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Nitriansky;SK023;Komárno;SK0231;3;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Nitriansky;SK023;Komárno;SK0231;6;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Nitriansky;SK023;Levice;SK0232;8;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Nitriansky;SK023;Nitra;SK0233;1;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Nitriansky;SK023;Nitra;SK0233;4;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Nitriansky;SK023;Nitra;SK0233;12;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Nitriansky;SK023;Nové Zámky;SK0234;2;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Nitriansky;SK023;Nové Zámky;SK0234;10;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Nitriansky;SK023;Šaľa;SK0235;4;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Nitriansky;SK023;Topoľčany;SK0236;1;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Nitriansky;SK023;Topoľčany;SK0236;1;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Nitriansky;SK023;Topoľčany;SK0236;6;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Nitriansky;SK023;Zlaté Moravce;SK0237;4;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Bardejov;SK0411;1;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Bardejov;SK0411;5;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Humenné;SK0412;1;súkromná;zahraničný subjekt;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Humenné;SK0412;6;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Kežmarok;SK0413;1;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Kežmarok;SK0413;3;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Levoča;SK0414;1;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Levoča;SK0414;2;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Medzilaborce;SK0415;1;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Poprad;SK0416;2;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Poprad;SK0416;8;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Prešov;SK0417;1;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Prešov;SK0417;3;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Prešov;SK0417;14;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Sabinov;SK0418;3;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Snina;SK0419;2;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Stará Ľubovňa;SK041A;1;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Stará Ľubovňa;SK041A;2;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Stropkov;SK041B;1;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Svidník;SK041C;1;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Svidník;SK041C;1;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Svidník;SK041C;2;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Prešovský;SK041;Vranov nad Topľou;SK041D;6;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Trenčiansky;SK022;Bánovce nad Bebravou;SK0221;1;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Trenčiansky;SK022;Bánovce nad Bebravou;SK0221;1;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Trenčiansky;SK022;Ilava;SK0222;1;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Trenčiansky;SK022;Ilava;SK0222;3;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Trenčiansky;SK022;Myjava;SK0223;1;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Trenčiansky;SK022;Nové Mesto nad Váhom;SK0224;3;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Trenčiansky;SK022;Partizánske;SK0225;1;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Trenčiansky;SK022;Považská Bystrica;SK0226;2;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Trenčiansky;SK022;Považská Bystrica;SK0226;5;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Trenčiansky;SK022;Prievidza;SK0227;1;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Trenčiansky;SK022;Prievidza;SK0227;6;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Trenčiansky;SK022;Púchov;SK0228;2;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Trenčiansky;SK022;Trenčín;SK0229;1;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Trenčiansky;SK022;Trenčín;SK0229;1;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Trenčiansky;SK022;Trenčín;SK0229;2;štátna;regionálny úrad školskej správy;
SOŠ;SOŠ;SŠ;SOŠ;Trenčiansky;SK022;Trenčín;SK0229;5;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Trnavský;SK021;Dunajská Streda;SK0211;5;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Trnavský;SK021;Dunajská Streda;SK0211;6;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Trnavský;SK021;Galanta;SK0212;2;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Trnavský;SK021;Galanta;SK0212;3;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Trnavský;SK021;Hlohovec;SK0213;2;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Trnavský;SK021;Piešťany;SK0214;6;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Trnavský;SK021;Senica;SK0215;1;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Trnavský;SK021;Senica;SK0215;2;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Trnavský;SK021;Skalica;SK0216;1;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Trnavský;SK021;Skalica;SK0216;5;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Trnavský;SK021;Trnava;SK0217;1;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Trnavský;SK021;Trnava;SK0217;1;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Trnavský;SK021;Trnava;SK0217;9;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Žilinský;SK031;Bytča;SK0311;1;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Žilinský;SK031;Čadca;SK0312;2;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Žilinský;SK031;Čadca;SK0312;4;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Žilinský;SK031;Dolný Kubín;SK0313;4;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Žilinský;SK031;Kysucké Nové Mesto;SK0314;2;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Žilinský;SK031;Liptovský Mikuláš;SK0315;8;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Žilinský;SK031;Martin;SK0316;5;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Žilinský;SK031;Námestovo;SK0317;2;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Žilinský;SK031;Námestovo;SK0317;2;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Žilinský;SK031;Ružomberok;SK0318;1;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Žilinský;SK031;Ružomberok;SK0318;1;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Žilinský;SK031;Ružomberok;SK0318;3;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Žilinský;SK031;Turčianske Teplice;SK0319;1;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Žilinský;SK031;Tvrdošín;SK031A;3;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Žilinský;SK031;Žilina;SK031B;2;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Žilinský;SK031;Žilina;SK031B;2;súkromná;súkromník;
SOŠ;SOŠ;SŠ;SOŠ;Žilinský;SK031;Žilina;SK031B;9;štátna;samosprávny kraj ;
SŠŠ;SŠŠ;SŠ;SŠŠ;Banskobystrický;SK032;Banská Bystrica;SK0321;1;štátna;samosprávny kraj ;
SŠŠ;SŠŠ;SŠ;SŠŠ;Banskobystrický;SK032;Zvolen;SK032B;1;súkromná;súkromník;
SŠŠ;SŠŠ;SŠ;SŠŠ;Bratislavský;SK010;Bratislava II;SK0102;2;súkromná;súkromník;
SŠŠ;SŠŠ;SŠ;SŠŠ;Bratislavský;SK010;Bratislava II;SK0102;1;štátna;samosprávny kraj ;
SŠŠ;SŠŠ;SŠ;SŠŠ;Bratislavský;SK010;Bratislava V;SK0105;1;súkromná;súkromník;
SŠŠ;SŠŠ;SŠ;SŠŠ;Košický;SK042;Košice II;SK0423;1;štátna;samosprávny kraj ;
SŠŠ;SŠŠ;SŠ;SŠŠ;Košický;SK042;Košice IV;SK0425;1;súkromná;súkromník;
SŠŠ;SŠŠ;SŠ;SŠŠ;Nitriansky;SK023;Nitra;SK0233;1;štátna;samosprávny kraj ;
SŠŠ;SŠŠ;SŠ;SŠŠ;Prešovský;SK041;Poprad;SK0416;1;štátna;samosprávny kraj ;
SŠŠ;SŠŠ;SŠ;SŠŠ;Prešovský;SK041;Prešov;SK0417;1;súkromná;súkromník;
SŠŠ;SŠŠ;SŠ;SŠŠ;Prešovský;SK041;Prešov;SK0417;1;štátna;samosprávny kraj ;
SŠŠ;SŠŠ;SŠ;SŠŠ;Trenčiansky;SK022;Trenčín;SK0229;1;súkromná;súkromník;
SŠŠ;SŠŠ;SŠ;SŠŠ;Trenčiansky;SK022;Trenčín;SK0229;1;štátna;samosprávny kraj ;
SŠŠ;SŠŠ;SŠ;SŠŠ;Trnavský;SK021;Dunajská Streda;SK0211;1;štátna;samosprávny kraj ;
SŠŠ;SŠŠ;SŠ;SŠŠ;Trnavský;SK021;Trnava;SK0217;1;štátna;samosprávny kraj ;
SŠŠ;SŠŠ;SŠ;SŠŠ;Žilinský;SK031;Žilina;SK031B;1;štátna;samosprávny kraj ;
ŠVVP;ŠGYM;SŠ;ŠSŠ;Banskobystrický;SK032;Žiar nad Hronom;SK032D;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠGYM;SŠ;ŠSŠ;Bratislavský;SK010;Bratislava III;SK0103;1;štátna;samosprávny kraj ;
ŠVVP;ŠGYM;SŠ;ŠSŠ;Bratislavský;SK010;Bratislava IV;SK0104;1;súkromná;súkromník;
ŠVVP;ŠGYM;SŠ;ŠSŠ;Bratislavský;SK010;Bratislava IV;SK0104;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Banskobystrický;SK032;Banská Bystrica;SK0321;1;súkromná;súkromník;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Banskobystrický;SK032;Banská Bystrica;SK0321;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Banskobystrický;SK032;Brezno;SK0323;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Banskobystrický;SK032;Detva;SK0324;1;súkromná;súkromník;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Banskobystrický;SK032;Lučenec;SK0326;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Banskobystrický;SK032;Zvolen;SK032B;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Banskobystrický;SK032;Žarnovica;SK032C;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Banskobystrický;SK032;Žiar nad Hronom;SK032D;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Bratislavský;SK010;Bratislava I;SK0101;1;súkromná;súkromník;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Bratislavský;SK010;Bratislava I;SK0101;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Bratislavský;SK010;Bratislava II;SK0102;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Bratislavský;SK010;Bratislava III;SK0103;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Bratislavský;SK010;Bratislava IV;SK0104;3;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Bratislavský;SK010;Bratislava V;SK0105;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Bratislavský;SK010;Malacky;SK0106;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Bratislavský;SK010;Pezinok;SK0107;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Košický;SK042;Gelnica;SK0421;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Košický;SK042;Košice - okolie;SK0426;1;súkromná;súkromník;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Košický;SK042;Košice - okolie;SK0426;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Košický;SK042;Košice I;SK0422;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Košický;SK042;Košice II;SK0423;1;súkromná;súkromník;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Košický;SK042;Košice II;SK0423;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Košický;SK042;Košice III;SK0424;1;cirkevná;cirkev, náboženská spoločnosť;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Košický;SK042;Košice IV;SK0425;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Košický;SK042;Michalovce;SK0427;1;súkromná;súkromník;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Košický;SK042;Michalovce;SK0427;5;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Košický;SK042;Rožňava;SK0428;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Košický;SK042;Spišská Nová Ves;SK042A;1;cirkevná;cirkev, náboženská spoločnosť;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Košický;SK042;Spišská Nová Ves;SK042A;3;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Košický;SK042;Trebišov;SK042B;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Nitriansky;SK023;Komárno;SK0231;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Nitriansky;SK023;Levice;SK0232;3;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Nitriansky;SK023;Nitra;SK0233;4;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Nitriansky;SK023;Topoľčany;SK0236;1;súkromná;súkromník;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Prešovský;SK041;Bardejov;SK0411;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Prešovský;SK041;Humenné;SK0412;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Prešovský;SK041;Kežmarok;SK0413;1;súkromná;súkromník;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Prešovský;SK041;Kežmarok;SK0413;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Prešovský;SK041;Levoča;SK0414;1;cirkevná;cirkev, náboženská spoločnosť;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Prešovský;SK041;Levoča;SK0414;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Prešovský;SK041;Medzilaborce;SK0415;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Prešovský;SK041;Poprad;SK0416;1;súkromná;súkromník;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Prešovský;SK041;Poprad;SK0416;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Prešovský;SK041;Prešov;SK0417;1;cirkevná;cirkev, náboženská spoločnosť;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Prešovský;SK041;Prešov;SK0417;2;súkromná;súkromník;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Prešovský;SK041;Prešov;SK0417;4;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Prešovský;SK041;Snina;SK0419;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Prešovský;SK041;Svidník;SK041C;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Prešovský;SK041;Vranov nad Topľou;SK041D;3;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Trenčiansky;SK022;Bánovce nad Bebravou;SK0221;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Trenčiansky;SK022;Myjava;SK0223;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Trenčiansky;SK022;Nové Mesto nad Váhom;SK0224;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Trenčiansky;SK022;Považská Bystrica;SK0226;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Trenčiansky;SK022;Prievidza;SK0227;1;súkromná;súkromník;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Trenčiansky;SK022;Prievidza;SK0227;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Trenčiansky;SK022;Púchov;SK0228;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Trenčiansky;SK022;Trenčín;SK0229;3;štátna;regionálny úrad školskej správy;
